,benchmark,label,runtime,runtime_label,error,error_label
146,cg,INVALID,1.289645,1,                -NAN,0
147,cg,INVALID,1.324425,1,-2.4544673947599E+32,0
148,cg,INVALID,1.214635,1,                 INF,0
149,cg,VALID,1.2301395999999998,1, 1.7130087031707E+01,1
150,cg,INVALID,3.658985,0,                 INF,0
151,cg,INVALID,1.263073,1,                 NAN,0
152,cg,INVALID,1.186354,1,                 INF,0
153,cg,VALID,3.334488900000001,0, 1.7130087024804E+01,1
154,cg,INVALID,1.199856,1,                 INF,0
155,cg,VALID,1.2402017,1, 1.7130087026259E+01,1
156,cg,INVALID,1.273411,1,                 INF,0
157,cg,INVALID,5.823791,0, 1.3276403040067E+00,0
158,cg,INVALID,1.458239,0,                 INF,0
159,cg,VALID,1.1449200999999998,1, 1.7130087456196E+01,1
160,cg,INVALID,1.258698,1,                 INF,0
161,cg,VALID,1.2249389999999998,1, 1.7130086898804E+01,1
162,cg,INVALID,1.22004,1,                 INF,0
163,cg,VALID,1.1464194,1, 1.7130087026259E+01,1
164,cg,INVALID,1.234619,1,                 INF,0
165,cg,INVALID,5.293885,0, 1.2650453047177E+01,0
166,cg,INVALID,1.213932,1,                 INF,0
167,cg,INVALID,1.242594,1,-1.2387512564553E+02,0
168,cg,INVALID,1.150029,1,                 INF,0
169,cg,VALID,1.0667257,1, 1.7130084460804E+01,1
170,cg,INVALID,1.279125,1,                 INF,0
171,cg,VALID,1.2372414999999999,1, 1.7130087026259E+01,1
172,cg,INVALID,1.236181,1,                -NAN,0
173,cg,INVALID,1.329847,1,-2.4544673947599E+32,0
174,cg,INVALID,1.228902,1,                 INF,0
175,cg,VALID,1.2512461,1, 1.7130087031707E+01,1
176,cg,INVALID,1.362623,1,                 INF,0
177,cg,VALID,1.2365608000000001,1, 1.7130087026259E+01,1
178,cg,INVALID,1.419241,0,                 INF,0
179,cg,INVALID,1.284698,1,                 NAN,0
180,cg,INVALID,3.548858,0,                 NAN,0
181,cg,INVALID,1.20752,1,                 NAN,0
182,cg,INVALID,1.217616,1,                 INF,0
183,cg,VALID,3.2345268,0, 1.7130087024804E+01,1
184,cg,INVALID,1.224093,1,                 INF,0
185,cg,INVALID,4.510903,0, 2.0000000000000E+01,0
186,cg,INVALID,1.303119,1,                 INF,0
187,cg,INVALID,5.9712,0, 1.3276462554932E+00,0
188,cg,INVALID,1.264653,1,                 INF,0
189,cg,INVALID,3.801806,0, 1.9999999999971E+01,0
190,cg,INVALID,1.331512,1,                -NAN,0
191,cg,INVALID,1.386657,0,                 NAN,0
192,cg,INVALID,1.476003,0,                 INF,0
193,cg,INVALID,1.294931,1,                 NAN,0
194,cg,INVALID,1.284665,1,                 INF,0
195,cg,INVALID,6.012115,0, 1.3276403167236E+00,0
196,cg,INVALID,1.25444,1,                 INF,0
197,cg,VALID,1.1801609000000002,1, 1.7130084991455E+01,1
198,cg,INVALID,1.332437,1,                 INF,0
199,cg,INVALID,5.358525,0, 1.2650451060699E+01,0
200,cg,INVALID,1.336002,1,                 INF,0
201,cg,INVALID,1.303245,1, 2.0000000000122E+01,0
202,cg,INVALID,1.40119,0,                -NAN,0
203,cg,INVALID,1.41657,0,-2.4544822463543E+32,0
204,cg,INVALID,1.478011,0,                 INF,0
205,cg,INVALID,1.546785,0,                -NAN,0
206,cg,INVALID,1.61342,0,                 INF,0
207,cg,INVALID,1.319288,1,                 NAN,0
208,cg,INVALID,1.237411,1,                 INF,0
209,cg,VALID,1.1510927,1, 1.7130084460804E+01,1
210,cg,INVALID,1.202299,1,                 INF,0
211,cg,INVALID,6.4987,0, 1.3276403167236E+00,0
212,cg,INVALID,1.20018,1,                 INF,0
213,cg,VALID,1.1244727,1, 1.7130085492484E+01,1
214,cg,INVALID,1.181616,1,                 INF,0
215,cg,VALID,1.1967371,1, 1.7130084991455E+01,1
216,cg,INVALID,1.177223,1,                 INF,0
217,cg,VALID,1.2150866,1, 1.7130084460804E+01,1
218,cg,INVALID,1.146419,1,                 INF,0
219,cg,INVALID,5.258875,0, 1.2650451060699E+01,0
220,cg,INVALID,1.148917,1,                 NAN,0
221,cg,INVALID,1.229422,1, 2.0000000000122E+01,0
222,cg,INVALID,1.225365,1,                 INF,0
223,cg,VALID,1.207187,1, 1.7130084460804E+01,1
224,cg,INVALID,1.207178,1,                -NAN,0
225,cg,INVALID,1.268411,1,-2.4544723513662E+32,0
226,cg,INVALID,1.206042,1,                 INF,0
227,cg,VALID,1.2645893,1, 1.7130084468793E+01,1
228,cg,INVALID,1.14134,1,                 INF,0
229,cg,VALID,1.2431383,1, 1.7130084460804E+01,1
230,cg,INVALID,1.174455,1,                 INF,0
231,cg,INVALID,1.205311,1,                -NAN,0
232,cg,INVALID,3.430635,0,                 NAN,0
233,cg,INVALID,1.191842,1,                 NAN,0
234,cg,INVALID,1.211667,1,                 INF,0
235,cg,VALID,3.2814563,0, 1.7130084449434E+01,1
236,cg,VALID,1.1790607,1, 1.7130084460804E+01,1
237,cg,INVALID,1.273893,0,                 INF,0
238,cg,INVALID,1.227503,1,                 INF,0
239,cg,INVALID,4.525061,0, 2.0000000000000E+01,0
240,cg,INVALID,1.243135,0,                -NAN,0
241,cg,INVALID,3.31197,0, 9.6209511160851E-02,0
242,cg,INVALID,1.221621,1,                 INF,0
243,cg,INVALID,1.231812,1, 2.0000000000122E+01,0
244,cg,INVALID,2.497186,0, 9.6221320331097E-02,0
245,cg,INVALID,1.346545,0,                 INF,0
246,cg,INVALID,1.393463,0,                -NAN,0
247,cg,INVALID,1.174846,1,                 NAN,0
248,cg,INVALID,1.211804,1,                 INF,0
249,cg,INVALID,6.468783,0, 1.3276462982879E+00,0
250,cg,INVALID,1.220504,1,                 INF,0
251,cg,INVALID,5.300648,0, 1.2650450706482E+01,0
252,cg,INVALID,1.144778,1,                 NAN,0
253,cg,INVALID,1.208384,1, 2.0000000000122E+01,0
254,cg,INVALID,1.19246,1,                -NAN,0
255,cg,INVALID,1.316176,0,-2.4544723513662E+32,0
256,cg,INVALID,1.206916,1,                 INF,0
257,cg,VALID,1.2774284000000002,0, 1.7130084468793E+01,1
258,cg,INVALID,3.617636,0,                 INF,0
259,cg,INVALID,1.232401,1,                 NAN,0
260,cg,INVALID,1.219998,1,                 INF,0
261,cg,VALID,3.382206,0, 1.7130084449434E+01,1
262,cg,INVALID,1.213355,1,                 INF,0
263,cg,INVALID,5.766861,0, 1.3276403167236E+00,0
264,cg,INVALID,1.257701,0,                 INF,0
265,cg,VALID,1.2002319,1, 1.7130084991455E+01,1
266,cg,INVALID,1.225304,1,                 INF,0
267,cg,INVALID,5.253207,0, 1.2650451060699E+01,0
268,cg,INVALID,1.224852,1,                 INF,0
269,cg,VALID,1.2652382,0, 1.7130084451502E+01,1
270,cg,INVALID,1.213159,1,                 NAN,0
271,cg,INVALID,1.248926,0, 1.9999999973636E+01,0
272,cg,INVALID,1.222548,1,                 INF,0
273,cg,VALID,1.2347245,1, 1.7130084460804E+01,1
274,cg,INVALID,1.210874,1,                -NAN,0
275,cg,INVALID,1.348404,0,-2.4544822463543E+32,0
276,cg,INVALID,1.212898,1,                 INF,0
277,cg,VALID,1.2633185000000002,0, 1.7130084460804E+01,1
278,cg,INVALID,1.281319,0,                 INF,0
279,cg,INVALID,1.24983,0,                -NAN,0
280,cg,INVALID,3.464564,0,                 INF,0
281,cg,INVALID,1.273682,0,                 NAN,0
282,cg,INVALID,1.24576,0,                 INF,0
283,cg,VALID,3.3691074,0, 1.7130084449434E+01,1
284,cg,INVALID,1.220673,1,                 INF,0
285,cg,VALID,1.1839077999999998,1, 1.7130084460804E+01,1
286,cg,INVALID,1.211425,1,                 INF,0
287,cg,VALID,1.195482,1, 1.7130084455167E+01,1
288,cg,INVALID,1.207292,1,                 INF,0
289,cg,INVALID,5.747371,0, 1.3276360861808E+00,0
290,cg,INVALID,1.184018,1,                 INF,0
291,cg,VALID,1.1359789,1, 1.7130083084106E+01,1
292,cg,INVALID,1.20491,1,                 INF,0
293,cg,INVALID,5.305646,0, 1.2650451060699E+01,0
294,cg,INVALID,1.244726,0,                 INF,0
295,cg,VALID,1.2183978999999998,1, 1.7130084460804E+01,1
296,cg,INVALID,1.2518,0,                 INF,0
297,cg,VALID,1.238192,0, 1.7130084451502E+01,1
298,cg,INVALID,1.21374,1,                 NAN,0
299,cg,INVALID,1.257095,0, 1.9999999973636E+01,0
300,cg,INVALID,1.243824,0,                 INF,0
301,cg,VALID,1.2204587000000002,1, 1.7130084460804E+01,1
302,cg,INVALID,1.247825,0,                 INF,0
303,cg,VALID,1.1910799,1, 1.7130084460804E+01,1
304,cg,INVALID,1.205267,1,                -NAN,0
305,cg,INVALID,1.328479,0,-2.4544723513662E+32,0
306,cg,INVALID,1.255679,0,                 INF,0
307,cg,VALID,1.2621495,0, 1.7130084468793E+01,1
308,cg,INVALID,1.258088,0,                 INF,0
309,cg,VALID,1.1924458,1, 1.7130084460804E+01,1
310,cg,INVALID,1.237019,1,                 INF,0
311,cg,INVALID,1.276818,0,                -NAN,0
312,cg,INVALID,4.016104,0,                -NAN,0
313,cg,INVALID,1.239406,0,                 NAN,0
314,cg,INVALID,3.350347,0,                 INF,0
315,cg,VALID,1.269898,0, 1.7130084460804E+01,1
316,cg,INVALID,1.275085,0,                 INF,0
317,cg,VALID,3.4288721000000004,0, 1.7130084449434E+01,1
318,cg,INVALID,1.215216,1,                 INF,0
319,cg,VALID,1.1971413,1, 1.7130084460804E+01,1
320,cg,INVALID,1.499952,0,                 INF,0
321,cg,VALID,1.2053106999999998,1, 1.7130084460804E+01,1
322,cg,INVALID,1.194764,1,                 INF,0
323,cg,VALID,1.2364017,1, 1.7130084455167E+01,1
324,cg,INVALID,1.228813,1,                 INF,0
325,cg,INVALID,5.882729,0, 1.3276403167236E+00,0
326,cg,INVALID,1.227069,1,                 INF,0
327,cg,VALID,1.2504887000000002,0, 1.7130087427267E+01,1
328,cg,INVALID,1.229487,1,                 INF,0
329,cg,VALID,1.266354,0, 1.7130083528770E+01,1
330,cg,INVALID,1.217846,1,                 INF,0
331,cg,VALID,1.0930654,1, 1.7130084991455E+01,1
332,cg,INVALID,1.206006,1,                 INF,0
333,cg,VALID,1.1266648,1, 1.7130084460804E+01,1
334,cg,INVALID,1.219231,1,                 INF,0
335,cg,INVALID,5.298595,0, 1.2650451060699E+01,0
336,cg,INVALID,1.18675,1,                 INF,0
337,cg,VALID,1.1723486,1, 1.7130084460804E+01,1
338,cg,INVALID,1.184083,1,                 INF,0
339,cg,VALID,1.1342756999999999,1, 1.7130084460804E+01,1
340,cg,INVALID,1.170863,1,                 INF,0
341,cg,VALID,1.0944004,1, 1.7130084460804E+01,1
342,cg,INVALID,1.178713,1,                 INF,0
343,cg,VALID,1.1970954999999999,1, 1.7130084451502E+01,1
344,cg,INVALID,1.175547,1,                 INF,0
345,cg,VALID,1.2028622,1, 1.7130084457026E+01,1
346,cg,INVALID,1.168371,1,                 NAN,0
347,cg,INVALID,1.213284,1, 2.0000000000003E+01,0
348,cg,INVALID,1.228267,1,                 INF,0
349,cg,VALID,1.1840793,1, 1.7130084460804E+01,1
350,cg,INVALID,1.226043,1,                 INF,0
351,cg,VALID,1.1551717,1, 1.7130084460804E+01,1
352,cg,INVALID,1.221956,1,                 INF,0
353,cg,VALID,1.1049342,1, 1.7130084460804E+01,1
354,cg,INVALID,1.180851,1,                 INF,0
355,cg,VALID,1.1299659000000002,1, 1.7130084460804E+01,1
356,cg,INVALID,1.212938,1,                 INF,0
357,cg,VALID,1.2916337,0, 1.7130084460804E+01,1
358,cg,INVALID,1.280132,0,                -NAN,0
359,cg,INVALID,1.228125,1,-2.4544915177475E+32,0
360,cg,INVALID,1.226044,1,                 INF,0
361,cg,VALID,1.2217236,1, 1.7130084468793E+01,1
362,cg,INVALID,1.209702,1,                 INF,0
363,cg,INVALID,1.218923,1,                -NAN,0
364,cg,INVALID,1.204919,1,                 INF,0
365,cg,VALID,1.2019059,1, 1.7130084460804E+01,1
366,cg,INVALID,1.176359,1,                 INF,0
367,cg,VALID,1.2380217,0, 1.7130084460804E+01,1
368,cg,INVALID,1.203452,1,                 INF,0
369,cg,VALID,1.1777634,1, 1.7130084460804E+01,1
370,cg,INVALID,1.211657,1,                 INF,0
371,cg,INVALID,1.223992,1,                -NAN,0
372,cg,INVALID,1.242155,0,                 INF,0
373,cg,VALID,1.2119099,1, 1.7130084461492E+01,1
374,cg,INVALID,3.458492,0,                 INF,0
375,cg,INVALID,1.194817,1,                 NAN,0
376,cg,INVALID,3.291859,0,                 INF,0
377,cg,VALID,1.2084568,1, 1.7130084460804E+01,1
378,cg,INVALID,1.262946,0,                 INF,0
379,cg,VALID,1.2090672999999998,1, 1.7130084460804E+01,1
380,cg,INVALID,1.271914,0,                 INF,0
381,cg,VALID,3.1892348000000004,0, 1.7130084449434E+01,1
382,cg,INVALID,1.231189,1,                 INF,0
383,cg,VALID,1.0975560999999998,1, 1.7130084460804E+01,1
384,cg,INVALID,1.168893,1,                 INF,0
385,cg,VALID,1.1246892999999998,1, 1.7130084460804E+01,1
386,cg,INVALID,1.22483,1,                 INF,0
387,cg,VALID,1.0952571,1, 1.7130084460804E+01,1
